key,value,timestamp,step,is_nan,run_uuid
expected_price_montecarlo,211.2717211862386,1752940924846,0,0,1b7605fe0d454269b2cfe899b112d557
expected_price_arima,211.04121165443175,1752940924880,0,0,1b7605fe0d454269b2cfe899b112d557
expected_price_lstm,223.6359405517578,1752940924913,0,0,1b7605fe0d454269b2cfe899b112d557
hybrid_expected_price,215.3162911308094,1752940924946,0,0,1b7605fe0d454269b2cfe899b112d557
average_expected_price_montecarlo,211.2717211862386,1752940924978,0,0,1b7605fe0d454269b2cfe899b112d557
average_expected_price_arima,211.0502824509431,1752940925011,0,0,1b7605fe0d454269b2cfe899b112d557
average_expected_price_lstm,217.56845092773438,1752940925045,0,0,1b7605fe0d454269b2cfe899b112d557
hybrid_average_expected_price,213.29681818830537,1752940925080,0,0,1b7605fe0d454269b2cfe899b112d557
num_rows,1256.0,1752945905302,0,0,d33dbd6f2e234b1daf3c9c05b36e6709
num_columns,2.0,1752945905351,0,0,d33dbd6f2e234b1daf3c9c05b36e6709
average_expected_price,211.24110344785365,1752945905766,0,0,609fbe3d6491448394a76521ddf6b38d
conf_interval_low,209.09325887275523,1752945907931,0,0,609fbe3d6491448394a76521ddf6b38d
conf_interval_high,213.41887957842266,1752945907977,0,0,609fbe3d6491448394a76521ddf6b38d
expected_price,175.3409881591797,1752945933893,0,0,cfedb9710dab43cfb91ca578e1bf8e0f
average_expected_price,192.41091918945312,1752945933942,0,0,cfedb9710dab43cfb91ca578e1bf8e0f
expected_price_montecarlo,211.24110344785365,1752945942494,0,0,7c494178274e43e0abdc8b33197f45ed
expected_price_arima,211.04121229029067,1752945942551,0,0,7c494178274e43e0abdc8b33197f45ed
expected_price_lstm,175.3409881591797,1752945942598,0,0,7c494178274e43e0abdc8b33197f45ed
hybrid_expected_price,199.20776796577468,1752945942645,0,0,7c494178274e43e0abdc8b33197f45ed
average_expected_price_montecarlo,211.24110344785365,1752945942691,0,0,7c494178274e43e0abdc8b33197f45ed
average_expected_price_arima,211.05028316720419,1752945942732,0,0,7c494178274e43e0abdc8b33197f45ed
average_expected_price_lstm,192.41091918945312,1752945942790,0,0,7c494178274e43e0abdc8b33197f45ed
hybrid_average_expected_price,204.90076860150364,1752945942837,0,0,7c494178274e43e0abdc8b33197f45ed
num_rows,1256.0,1752947902340,0,0,0d2f1d51c80f498a992a6421219d433d
num_columns,2.0,1752947902387,0,0,0d2f1d51c80f498a992a6421219d433d
average_expected_price,211.25777898116945,1752947904381,0,0,06febf4b5b324573b440bb447cc22abb
conf_interval_low,209.15148341620815,1752947909290,0,0,06febf4b5b324573b440bb447cc22abb
conf_interval_high,213.4260931276669,1752947909344,0,0,06febf4b5b324573b440bb447cc22abb
expected_price,142.41558837890625,1752947932187,0,0,b106ef334e62461791eb54c4537553c4
average_expected_price,167.67710876464844,1752947932227,0,0,b106ef334e62461791eb54c4537553c4
expected_price_montecarlo,211.25777898116945,1752947942369,0,0,e952de0b3103452a9a5149de6d39fbe3
expected_price_arima,211.0412118398771,1752947942403,0,0,e952de0b3103452a9a5149de6d39fbe3
expected_price_lstm,142.41558837890625,1752947942438,0,0,e952de0b3103452a9a5149de6d39fbe3
hybrid_expected_price,188.23819306665095,1752947942471,0,0,e952de0b3103452a9a5149de6d39fbe3
average_expected_price_montecarlo,211.25777898116945,1752947942505,0,0,e952de0b3103452a9a5149de6d39fbe3
average_expected_price_arima,211.05028269742732,1752947942541,0,0,e952de0b3103452a9a5149de6d39fbe3
average_expected_price_lstm,167.67710876464844,1752947942572,0,0,e952de0b3103452a9a5149de6d39fbe3
hybrid_average_expected_price,196.66172348108174,1752947942604,0,0,e952de0b3103452a9a5149de6d39fbe3
num_rows,1256.0,1752951686925,0,0,9eaff7cc6a4342a8b38d2b1b6b962329
num_columns,2.0,1752951686979,0,0,9eaff7cc6a4342a8b38d2b1b6b962329
num_rows,1256.0,1752951688144,0,0,5f752282c95a47f4afcec7307e8511d5
num_columns,2.0,1752951688189,0,0,5f752282c95a47f4afcec7307e8511d5
average_expected_price,211.26874298975966,1752951696587,0,0,6f76260b7dd64be3b3c281bf5a727427
conf_interval_low,209.0073092117703,1752951696640,0,0,6f76260b7dd64be3b3c281bf5a727427
conf_interval_high,213.28683238437785,1752951696691,0,0,6f76260b7dd64be3b3c281bf5a727427
expected_price,211.04121244480916,1752951701282,0,0,6d2f99ee016d409d9a074b882427c84c
average_expected_price,211.05028334479093,1752951701331,0,0,6d2f99ee016d409d9a074b882427c84c
expected_price,302.3623046875,1752951737268,0,0,dae7ac10b22649aba1dc2fb0e9581edb
average_expected_price,253.30462646484375,1752951737314,0,0,dae7ac10b22649aba1dc2fb0e9581edb
expected_price_montecarlo,211.26874298975966,1752951756252,0,0,1ba475aa58814c74bafdd0f12836706f
expected_price_arima,211.04121244480916,1752951756298,0,0,1ba475aa58814c74bafdd0f12836706f
expected_price_lstm,302.3623046875,1752951756343,0,0,1ba475aa58814c74bafdd0f12836706f
hybrid_expected_price,241.5574200406896,1752951756391,0,0,1ba475aa58814c74bafdd0f12836706f
average_expected_price_montecarlo,211.26874298975966,1752951756440,0,0,1ba475aa58814c74bafdd0f12836706f
average_expected_price_arima,211.05028334479093,1752951756489,0,0,1ba475aa58814c74bafdd0f12836706f
average_expected_price_lstm,253.30462646484375,1752951756587,0,0,1ba475aa58814c74bafdd0f12836706f
hybrid_average_expected_price,225.2078842664648,1752951756645,0,0,1ba475aa58814c74bafdd0f12836706f
num_rows,1256.0,1752952391682,0,0,f92526da228f461ea0f50b5f342e2fc9
num_columns,2.0,1752952391746,0,0,f92526da228f461ea0f50b5f342e2fc9
average_expected_price,211.26527104463352,1752952393288,0,0,2e78aed178d842e694b82a6d319e37d9
conf_interval_low,209.1235838856254,1752952396708,0,0,2e78aed178d842e694b82a6d319e37d9
conf_interval_high,213.4696116814164,1752952396770,0,0,2e78aed178d842e694b82a6d319e37d9
expected_price,143.8538818359375,1752952418500,0,0,75eb9bbdbfd742d1bf30d5d98aca4d29
average_expected_price,166.32106018066406,1752952418554,0,0,75eb9bbdbfd742d1bf30d5d98aca4d29
expected_price_montecarlo,211.26527104463352,1752952428744,0,0,1542442bee55440789cc9a2545de70ca
expected_price_arima,211.0412122105066,1752952428793,0,0,1542442bee55440789cc9a2545de70ca
expected_price_lstm,143.8538818359375,1752952428839,0,0,1542442bee55440789cc9a2545de70ca
hybrid_expected_price,188.7201216970259,1752952428886,0,0,1542442bee55440789cc9a2545de70ca
average_expected_price_montecarlo,211.26527104463352,1752952428925,0,0,1542442bee55440789cc9a2545de70ca
average_expected_price_arima,211.0502831247449,1752952428969,0,0,1542442bee55440789cc9a2545de70ca
average_expected_price_lstm,166.32106018066406,1752952429025,0,0,1542442bee55440789cc9a2545de70ca
hybrid_average_expected_price,196.2122047833475,1752952429068,0,0,1542442bee55440789cc9a2545de70ca
num_rows,1256.0,1752952597970,0,0,48dc36a1077041d4b34e81da2d1f8f77
num_columns,2.0,1752952598014,0,0,48dc36a1077041d4b34e81da2d1f8f77
average_expected_price,211.2320739219663,1752952600550,0,0,8f69e8490c6a47bb90372580f16fa308
conf_interval_low,209.0550160856148,1752952603311,0,0,8f69e8490c6a47bb90372580f16fa308
conf_interval_high,213.428857233684,1752952603356,0,0,8f69e8490c6a47bb90372580f16fa308
expected_price,135.96286010742188,1752952625161,0,0,db336f77203e4a56a2c4ea38d922d4ab
average_expected_price,164.4116973876953,1752952625204,0,0,db336f77203e4a56a2c4ea38d922d4ab
expected_price_montecarlo,211.2320739219663,1752952632315,0,0,f8106a7e3ead43ff8d766f2dde862c2e
expected_price_arima,211.04121267272137,1752952632349,0,0,f8106a7e3ead43ff8d766f2dde862c2e
expected_price_lstm,135.96286010742188,1752952632382,0,0,f8106a7e3ead43ff8d766f2dde862c2e
